market_name,median_avg_prices_15days,assets.descriptions,assets.type
AK-47 | Leet Museo (Minimal Wear),"[['Jun 12 2023', 37.48936363636364, 19], ['Jun 13 2023', 37.41853333333333, 25], ['Jun 14 2023', 37.08253333333333, 21], ['Jun 15 2023', 36.389714285714284, 20], ['Jun 16 2023', 38.291125, 28], ['Jun 17 2023', 38.37506666666666, 26], ['Jun 18 2023', 39.5600625, 27], ['Jun 19 2023', 39.405699999999996, 14], ['Jun 20 2023', 38.96107142857143, 19], ['Jun 21 2023', 41.47014285714285, 10], ['Jun 22 2023', 38.160937499999996, 30], ['Jun 23 2023', 37.04082352941176, 28], ['Jun 24 2023', 36.12453846153846, 19], ['Jun 25 2023', 37.13216666666667, 16], ['Jun 26 2023', 37.24371428571428, 19]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a Cubism depiction of Elite Crew Ts sneaking up A-long on Dust II.\n\n<i>""Everything you can imagine is real""</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Leet Museo (Field-Tested),"[['Jun 12 2023', 26.247000000000007, 57], ['Jun 13 2023', 25.67729411764706, 52], ['Jun 14 2023', 26.44723809523809, 62], ['Jun 15 2023', 26.403950000000002, 55], ['Jun 16 2023', 25.553772727272726, 64], ['Jun 17 2023', 26.874125000000006, 69], ['Jun 18 2023', 26.39966666666667, 56], ['Jun 19 2023', 25.53647826086956, 53], ['Jun 20 2023', 25.404947368421052, 51], ['Jun 21 2023', 25.215545454545452, 73], ['Jun 22 2023', 25.51975, 70], ['Jun 23 2023', 24.906782608695647, 90], ['Jun 24 2023', 23.938130434782614, 71], ['Jun 25 2023', 24.391714285714286, 72], ['Jun 26 2023', 23.791666666666664, 79]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a Cubism depiction of Elite Crew Ts sneaking up A-long on Dust II.\n\n<i>""Everything you can imagine is real""</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Leet Museo (Well-Worn),"[['Jun 12 2023', 25.64933333333333, 10], ['Jun 13 2023', 25.533749999999998, 6], ['Jun 14 2023', 25.867700000000003, 11], ['Jun 15 2023', 25.543714285714284, 16], ['Jun 16 2023', 25.248666666666665, 11], ['Jun 17 2023', 23.191499999999998, 8], ['Jun 18 2023', 27.97866666666667, 3], ['Jun 19 2023', 25.6415, 4], ['Jun 20 2023', 25.0114, 5], ['Jun 21 2023', 24.929000000000002, 8], ['Jun 22 2023', 26.321, 8], ['Jun 23 2023', 24.126, 18], ['Jun 24 2023', 24.323444444444444, 11], ['Jun 25 2023', 25.40925, 10], ['Jun 26 2023', 23.93042857142857, 8]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a Cubism depiction of Elite Crew Ts sneaking up A-long on Dust II.\n\n<i>""Everything you can imagine is real""</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Leet Museo (Battle-Scarred),"[['Jun 12 2023', 22.055705882352946, 32], ['Jun 13 2023', 22.959846153846158, 22], ['Jun 14 2023', 23.0529, 18], ['Jun 15 2023', 23.047562499999998, 27], ['Jun 16 2023', 23.05284615384615, 18], ['Jun 17 2023', 23.106615384615388, 26], ['Jun 18 2023', 23.6285, 19], ['Jun 19 2023', 24.078666666666663, 20], ['Jun 20 2023', 23.449272727272728, 22], ['Jun 21 2023', 23.147800000000004, 24], ['Jun 22 2023', 22.8595, 24], ['Jun 23 2023', 22.864749999999997, 34], ['Jun 24 2023', 22.30426666666667, 28], ['Jun 25 2023', 21.858571428571427, 27], ['Jun 26 2023', 21.462285714285716, 30]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a Cubism depiction of Elite Crew Ts sneaking up A-long on Dust II.\n\n<i>""Everything you can imagine is real""</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Operation Riptide Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/navi.7d87992823d804c353ab39436ce9b115c1b7b001.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/navi.7d87992823d804c353ab39436ce9b115c1b7b001.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/fntc.c5bac497b34e1010053f8809b48634a26dd82ba7.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_stewie2k.ff564239829d73511115fba9f43348e6be75fcbb.png""><br>Sticker: Natus Vincere | Paris 2023, Natus Vincere | Paris 2023, Fnatic | Paris 2023, Stewie2K | Katowice 2019</center></div>'}]",Covert Rifle
AK-47 | Legion of Anubis (Factory New),"[['Jun 12 2023', 32.268190476190476, 64], ['Jun 13 2023', 32.956545454545456, 65], ['Jun 14 2023', 33.003565217391305, 75], ['Jun 15 2023', 32.22908695652174, 79], ['Jun 16 2023', 32.40334782608695, 67], ['Jun 17 2023', 33.06104166666666, 74], ['Jun 18 2023', 34.217181818181814, 82], ['Jun 19 2023', 31.655478260869565, 82], ['Jun 20 2023', 32.190250000000006, 63], ['Jun 21 2023', 31.756217391304343, 76], ['Jun 22 2023', 31.955350000000003, 80], ['Jun 23 2023', 30.922608695652166, 133], ['Jun 24 2023', 29.31568181818182, 96], ['Jun 25 2023', 29.296809523809525, 81], ['Jun 26 2023', 28.59704545454546, 70]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A custom paint job featuring Egyptian gods Anubis and Ra, representing the balance between life and death, has been applied.\n\n<i>May he tip the scales in your favor</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Fracture Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Legion of Anubis (Minimal Wear),"[['Jun 12 2023', 17.184000000000005, 254], ['Jun 13 2023', 17.493086956521744, 274], ['Jun 14 2023', 17.696875000000002, 279], ['Jun 15 2023', 17.162041666666664, 289], ['Jun 16 2023', 17.162333333333333, 287], ['Jun 17 2023', 17.327375000000004, 288], ['Jun 18 2023', 17.373208333333327, 318], ['Jun 19 2023', 16.980166666666666, 282], ['Jun 20 2023', 16.648, 243], ['Jun 21 2023', 16.580782608695653, 309], ['Jun 22 2023', 16.811869565217393, 278], ['Jun 23 2023', 15.986541666666662, 430], ['Jun 24 2023', 15.88609090909091, 292], ['Jun 25 2023', 15.562521739130434, 353], ['Jun 26 2023', 15.627260869565216, 308]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A custom paint job featuring Egyptian gods Anubis and Ra, representing the balance between life and death, has been applied.\n\n<i>May he tip the scales in your favor</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Fracture Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Legion of Anubis (Field-Tested),"[['Jun 12 2023', 12.71878260869565, 537], ['Jun 13 2023', 12.556304347826085, 514], ['Jun 14 2023', 12.56716666666667, 607], ['Jun 15 2023', 12.543833333333334, 625], ['Jun 16 2023', 12.43220833333333, 611], ['Jun 17 2023', 12.578125000000002, 657], ['Jun 18 2023', 12.46504166666667, 589], ['Jun 19 2023', 12.123416666666666, 584], ['Jun 20 2023', 12.009136363636365, 495], ['Jun 21 2023', 11.943916666666668, 630], ['Jun 22 2023', 12.080363636363638, 542], ['Jun 23 2023', 11.403166666666666, 852], ['Jun 24 2023', 11.31709090909091, 612], ['Jun 25 2023', 11.264782608695654, 608], ['Jun 26 2023', 11.108739130434785, 580]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A custom paint job featuring Egyptian gods Anubis and Ra, representing the balance between life and death, has been applied.\n\n<i>May he tip the scales in your favor</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Fracture Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Legion of Anubis (Well-Worn),"[['Jun 12 2023', 12.70121052631579, 60], ['Jun 13 2023', 14.030687499999999, 40], ['Jun 14 2023', 13.650136363636365, 55], ['Jun 15 2023', 13.644782608695653, 65], ['Jun 16 2023', 14.13361904761905, 57], ['Jun 17 2023', 13.922809523809528, 48], ['Jun 18 2023', 13.789100000000001, 58], ['Jun 19 2023', 13.569066666666668, 45], ['Jun 20 2023', 13.335588235294116, 31], ['Jun 21 2023', 13.45165, 54], ['Jun 22 2023', 13.52988888888889, 45], ['Jun 23 2023', 12.879666666666665, 71], ['Jun 24 2023', 12.53921739130435, 55], ['Jun 25 2023', 12.654899999999996, 50], ['Jun 26 2023', 12.577000000000004, 48]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A custom paint job featuring Egyptian gods Anubis and Ra, representing the balance between life and death, has been applied.\n\n<i>May he tip the scales in your favor</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Fracture Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Legion of Anubis (Battle-Scarred),"[['Jun 12 2023', 9.07109090909091, 139], ['Jun 13 2023', 8.972652173913046, 144], ['Jun 14 2023', 8.950708333333333, 174], ['Jun 15 2023', 8.925391304347823, 151], ['Jun 16 2023', 8.875541666666665, 153], ['Jun 17 2023', 8.84704347826087, 148], ['Jun 18 2023', 8.751375, 169], ['Jun 19 2023', 8.597782608695653, 145], ['Jun 20 2023', 8.787954545454541, 111], ['Jun 21 2023', 8.762260869565218, 147], ['Jun 22 2023', 8.641045454545456, 162], ['Jun 23 2023', 8.505695652173914, 221], ['Jun 24 2023', 8.292409090909091, 184], ['Jun 25 2023', 8.23282608695652, 171], ['Jun 26 2023', 8.22486956521739, 147]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A custom paint job featuring Egyptian gods Anubis and Ra, representing the balance between life and death, has been applied.\n\n<i>May he tip the scales in your favor</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Fracture Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Asiimov (Factory New),"[['Jun 12 2023', 277.77525, 6], ['Jun 13 2023', 353.01, 2], ['Jun 14 2023', 294.8845, 2], ['Jun 15 2023', 282.16433333333333, 5], ['Jun 16 2023', 288.2725, 7], ['Jun 17 2023', 282.25, 2], ['Jun 18 2023', 285.519, 3], ['Jun 19 2023', 283.751, 2], ['Jun 20 2023', 294.4173333333333, 3], ['Jun 21 2023', 282.7655, 4], ['Jun 22 2023', 285.6405, 2], ['Jun 23 2023', 285.76, 2], ['Jun 24 2023', 283.1025, 2], ['Jun 25 2023', 278.55383333333333, 8], ['Jun 26 2023', 267.1836666666666, 3]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a sci-fi design.\n\n<i>Anyone can predict the future... a visionary shapes it</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Danger Zone Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Asiimov (Minimal Wear),"[['Jun 12 2023', 65.22119047619047, 114], ['Jun 13 2023', 65.24739130434783, 90], ['Jun 14 2023', 66.25734782608696, 89], ['Jun 15 2023', 66.9345652173913, 81], ['Jun 16 2023', 67.204375, 102], ['Jun 17 2023', 66.94941666666666, 125], ['Jun 18 2023', 65.90700000000001, 100], ['Jun 19 2023', 66.48891666666667, 87], ['Jun 20 2023', 64.9619090909091, 106], ['Jun 21 2023', 63.32469565217391, 111], ['Jun 22 2023', 64.76822727272727, 101], ['Jun 23 2023', 62.42231818181818, 140], ['Jun 24 2023', 61.08195652173912, 114], ['Jun 25 2023', 61.863130434782605, 119], ['Jun 26 2023', 61.56578260869567, 95]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a sci-fi design.\n\n<i>Anyone can predict the future... a visionary shapes it</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Danger Zone Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/feral_predators/first_blood_glossy.6ca214b6fa5b9408dcac87de12b9348edb2321ab.png""><br>Sticker: First Blood</center></div>'}]",Covert Rifle
AK-47 | Asiimov (Field-Tested),"[['Jun 12 2023', 37.568652173913044, 252], ['Jun 13 2023', 38.18165217391304, 250], ['Jun 14 2023', 37.641041666666666, 251], ['Jun 15 2023', 38.067166666666665, 245], ['Jun 16 2023', 38.24708333333333, 270], ['Jun 17 2023', 38.74829166666667, 267], ['Jun 18 2023', 37.969541666666665, 296], ['Jun 19 2023', 38.527125000000005, 242], ['Jun 20 2023', 38.220363636363636, 224], ['Jun 21 2023', 37.43152173913043, 281], ['Jun 22 2023', 37.75417391304347, 234], ['Jun 23 2023', 36.53086956521739, 411], ['Jun 24 2023', 36.17134782608696, 327], ['Jun 25 2023', 35.786043478260865, 298], ['Jun 26 2023', 36.22191304347825, 281]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a sci-fi design.\n\n<i>Anyone can predict the future... a visionary shapes it</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Danger Zone Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Asiimov (Well-Worn),"[['Jun 12 2023', 38.095642857142856, 31], ['Jun 13 2023', 36.930083333333336, 21], ['Jun 14 2023', 38.4468, 25], ['Jun 15 2023', 37.126941176470595, 37], ['Jun 16 2023', 39.099071428571435, 17], ['Jun 17 2023', 38.33675000000001, 20], ['Jun 18 2023', 37.40082352941177, 29], ['Jun 19 2023', 36.73307142857143, 27], ['Jun 20 2023', 38.0466, 30], ['Jun 21 2023', 38.36718181818182, 19], ['Jun 22 2023', 38.47527272727273, 17], ['Jun 23 2023', 36.947687499999994, 36], ['Jun 24 2023', 36.64028571428571, 26], ['Jun 25 2023', 36.94228571428572, 26], ['Jun 26 2023', 37.092187499999994, 25]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a sci-fi design.\n\n<i>Anyone can predict the future... a visionary shapes it</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Danger Zone Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/shattered_web/mastermind.719f32e8e3ff8f674a8b053b4d2fc1cac3262d9f.png""><br>Sticker: Mastermind</center></div>'}]",Covert Rifle
AK-47 | Asiimov (Battle-Scarred),"[['Jun 12 2023', 27.640526315789472, 77], ['Jun 13 2023', 27.03773684210526, 77], ['Jun 14 2023', 27.448347826086962, 82], ['Jun 15 2023', 27.581904761904752, 83], ['Jun 16 2023', 27.048130434782607, 73], ['Jun 17 2023', 27.153208333333335, 83], ['Jun 18 2023', 26.71443478260869, 90], ['Jun 19 2023', 26.708136363636367, 88], ['Jun 20 2023', 27.214210526315792, 77], ['Jun 21 2023', 26.81861904761905, 84], ['Jun 22 2023', 27.638434782608694, 89], ['Jun 23 2023', 25.169772727272722, 126], ['Jun 24 2023', 26.153090909090906, 89], ['Jun 25 2023', 25.7399, 85], ['Jun 26 2023', 24.857590909090906, 86]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been custom painted with a sci-fi design.\n\n<i>Anyone can predict the future... a visionary shapes it</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Danger Zone Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
AK-47 | Neon Rider (Factory New),"[['Jun 12 2023', 171.7023333333333, 8], ['Jun 13 2023', 167.61322222222225, 9], ['Jun 14 2023', 176.95874999999998, 5], ['Jun 15 2023', 178.53833333333333, 9], ['Jun 16 2023', 180.15028571428573, 9], ['Jun 17 2023', 172.37833333333333, 7], ['Jun 18 2023', 178.35333333333332, 5], ['Jun 19 2023', 181.7125, 4], ['Jun 20 2023', 180.30660000000003, 6], ['Jun 21 2023', 171.1848571428571, 9], ['Jun 22 2023', 170.572625, 14], ['Jun 23 2023', 169.5246666666667, 7], ['Jun 24 2023', 163.283, 6], ['Jun 25 2023', 160.82142857142858, 8], ['Jun 26 2023', 158.56266666666667, 7]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. A deadly biker can be seen in the foreground of various neon, blended patterns.\n\n<i>Two parts Trapper Keeper, three parts synthesizer</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Horizon Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Covert Rifle
